MovieId,directorName
1695,AgnÃ¨s Merlet
1701,Woody Allen
1702,Les Mayfield
1703,Bryan Spicer
1704,Gus Van Sant
1707,Raja Gosnell
1711,Clint Eastwood
1715,Cindy Sherman
1717,Wes Craven
1719,Atom Egoyan
1721,James Cameron
1722,Roger Spottiswoode
1726,Kevin Costner
1727,Robert Redford
1728,Alan Rickman
1731,Stanley Tong
1735,Alfonso CuarÃ³n
1744,"Dean Semler,  ACS. ASC"
1746,Penelope Spheeris
1747,Barry Levinson
1748,Alex Proyas
1749,John Duigan
1750,Manny Coto
1752,Mikael Salomon
1753,Tamra Davis
1755,Stefan Schwartz
1759,Bruno Barreto
1760,Bob Spiers
1762,Barry
1765,Bret Michaels
1769,Antoine Fuqua
1770,Michael Radford
1772,John Landis
1773,Shinya Tsukamoto
1776,John Dahl
1777,Frank Coraci
1779,Barry Levinson
1782,Roberto Benabib
1783,Volker SchlÃ¶ndorff
1784,James L. Brooks
1785,Abel Ferrara
1788,John Sayles
1791,Catherine Hardwicke
1792,Stuart Baird
1793,Stephan Elliott
1794,Richard Kwietniowski
1797,Greg MacGillivray
1799,Peter O'Fallon
1801,Randall Wallace
1804,Richard Linklater
1805,Jack Perez
1807,John N. Smith
1809,Takeshi Kitano
1810,Mike Nichols
1811,Bob Gosse
1812,M. Night Shyamalan
1814,Boaz Yakin
1815,James Watkins
1816,James Toback
1820,Lesli Linka Glatter
1821,Nicholas Hytner
1822,Steve Boyum
1824,Stephen Gyllenhaal
1826,Steve Gomer
1827,Michael Moore
1829,Wayne Wang
1833,Harold Becker
1834,David Mamet
1835,Brad Silberling
1836,Whit Stillman
1837,Howard Deutch
1839,Michael Lehmann
1840,Spike Lee
1841,Robert Altman
1842,Nicholas Gomez
1845,Jake Kasdan
1846,Gary Oldman
1849,Anthony Hickox
1850,Julie Davis
1852,Juan JosÃ© Campanella
1853,Arthur Hiller
1854,Doug Ellin
1855,Todd Holland
1857,Tom DiCillo
1859,Abbas Kiarostami
1860,Mike van Diem
1862,Peter Medak
1865,Barbara Kopple
1869,Kevin Hooks
1870,Tim McCanlies
1875,Jill Sprecher
1876,Mimi Leder
1879,Toshiaki Toyoda
1880,John Duigan
1881,Frederik Du Chau
1882,Roland Emmerich
1883,Warren Beatty
1884,Terry Gilliam
1885,Don Roos
1887,The Lord Haden-Guest
1888,Forest Whitaker
1889,Erik SkjoldbjÃ¦rg
1893,Caroline Link
1895,Deborah Kaplan
1897,Lisa Cholodenko
1902,Tiffanie DeBartolo
1903,Christopher Scott Cherot
1904,Hal Hartley
1906,Noah Baumbach
1908,Marc Evans
1909,Rob Bowman
1912,Lennie Weinrib
1914,Chris Eyre
1915,Manoel de Oliveira
1916,Vincent Gallo
1918,Richard Donner
1920,Joe Dante
1921,Darren Aronofsky
1923,Peter Farrelly
1926,Roy Del Ruth
1927,Lewis Milestone
1928,Wesley Ruggles
1930,Frank Lloyd
1931,Frank Lloyd
1932,Robert Z. Leonard
1935,John Ford
1937,Leo McCarey
1938,Billy Wilder
1939,William Wyler
1940,Elia Kazan
1942,Robert Rossen
1949,Fred Zinnemann
1950,Norman Jewison
1951,Carol Reed
1952,John Schlesinger
1953,John Frankenheimer
1954,John G. Avildsen
1955,Robert Benton
1957,Hugh Hudson
1958,James L. Brooks
1960,Bernardo Bertolucci
1961,Barry Levinson
1963,Woody Allen
1964,Alan J. Pakula
1965,Alex Cox
1968,John Hughes
1969,Jack Sholder
1970,Chuck Russell
1971,Renny Harlin
1973,Rachel Talalay
1974,Sean S. Cunningham
1975,Steve Miner
1976,Steve Miner
1977,Joseph Zito
1978,Danny Steinmann
1979,Tom McLoughlin
1980,John Carl Buechler
1981,Rob Hedden
1983,Rob Zombie
1986,Dominique Othenin-Girard
1987,Paul Lynch
1988,Bruce Pittman
1989,Ron Oliver
1991,Tom Holland
1992,John Lafia
1995,Brian Gibson
1996,Gary Sherman
1997,Renny Harlin
1998,John Boorman
1999,William Peter Blatty
2000,Richard Donner
2001,Richard Donner
2002,Richard Donner
2003,Joe Dante
2004,Joe Dante
2005,Richard Donner
2006,Martin Campbell
2009,Richard Fleischer
2010,Fritz Lang
2011,Robert Zemeckis
2012,Robert Zemeckis
2013,Ronald Neame
2014,Gary Nelson
2015,Robert Stevenson
2016,Vincent McEveety
2017,Jack Donohue
2020,Stephen Frears
2022,Martin Scorsese
2023,Francis Ford Coppola
2024,John Guillermin
2025,Adrian Lyne
2026,David Nutter
2027,Shaji Kailas
2028,Steven Spielberg
2031,Vincent McEveety
2032,Robert Butler
2033,Richard Rich
2034,Tibor TakÃ¡cs
2035,Robert Stevenson
2037,Norman Tokar
2038,Norman Tokar
2040,Robert Butler
2041,Charles Jarrott
2042,Sam Weisman
2043,Robert Stevenson
2044,Steven Hilliard Stern
2045,Mikael Salomon
2046,Randal Kleiser
2047,Robert Stevenson
2048,John Musker
2049,Norman Tokar
2050,Vincent McEveety
2051,Vincent McEveety
2053,Randal Kleiser
2054,Joe Johnston
2055,Robert Butler
2056,Robert Stevenson
2057,Fletcher Markle
2058,F. Gary Gray
2059,Nancy Meyers
2060,David Zucker
2062,Sandra Goldbacher
2064,David S. Ward
2065,Woody Allen
2067,David Lean
2068,Ingmar Bergman
2069,Peter Masterson
2070,Bruce Beresford
2071,Roger Spottiswoode
2072,Joe Dante
2073,Kevin Reynolds
2075,IstvÃ¡n SzabÃ³
2076,David Lynch
2077,Jeremy Kagan
2078,Wolfgang Reitherman
2079,Robert Stevenson
2080,Wilfred Jackson
2081,John Musker
2082,Stephen Herek
2083,Brian Henson
2085,Clyde Geronimi
